,FIPS,State,County,Lyme_Burgdorferi_Present,Lyme_Mayonii_Present
1716,31119,NE  ,Madison County                                                                                      ,0,0
1717,31121,NE  ,Merrick County                                                                                      ,0,0
1718,31123,NE  ,Morrill County                                                                                      ,0,0
1719,31125,NE  ,Nance County                                                                                        ,0,0
1720,31127,NE  ,Nemaha County                                                                                       ,0,0
1721,31129,NE  ,Nuckolls County                                                                                     ,0,0
1722,31131,NE  ,Otoe County                                                                                         ,0,0
1723,31133,NE  ,Pawnee County                                                                                       ,0,0
1724,31135,NE  ,Perkins County                                                                                      ,0,0
1725,31137,NE  ,Phelps County                                                                                       ,0,0
1726,31139,NE  ,Pierce County                                                                                       ,0,0
1727,31141,NE  ,Platte County                                                                                       ,0,0
1728,31143,NE  ,Polk County                                                                                         ,0,0
1729,31145,NE  ,Red Willow County                                                                                   ,0,0
1730,31147,NE  ,Richardson County                                                                                   ,0,0
1731,31149,NE  ,Rock County                                                                                         ,0,0
1732,31151,NE  ,Saline County                                                                                       ,0,0
1733,31153,NE  ,Sarpy County                                                                                        ,0,0
1734,31155,NE  ,Saunders County                                                                                     ,0,0
1735,31157,NE  ,Scotts Bluff County                                                                                 ,0,0
1736,31159,NE  ,Seward County                                                                                       ,0,0
1737,31161,NE  ,Sheridan County                                                                                     ,0,0
1738,31163,NE  ,Sherman County                                                                                      ,0,0
1739,31165,NE  ,Sioux County                                                                                        ,0,0
1740,31167,NE  ,Stanton County                                                                                      ,0,0
1741,31169,NE  ,Thayer County                                                                                       ,0,0
1742,31171,NE  ,Thomas County                                                                                       ,0,0
1743,31173,NE  ,Thurston County                                                                                     ,0,0
1744,31175,NE  ,Valley County                                                                                       ,0,0
1745,31177,NE  ,Washington County                                                                                   ,0,0
1746,31179,NE  ,Wayne County                                                                                        ,0,0
1747,31181,NE  ,Webster County                                                                                      ,0,0
1748,31183,NE  ,Wheeler County                                                                                      ,0,0
1749,31185,NE  ,York County                                                                                         ,0,0
1750,32001,NV  ,Churchill County                                                                                    ,0,0
1751,32003,NV  ,Clark County                                                                                        ,0,0
1752,32005,NV  ,Douglas County                                                                                      ,0,0
1753,32007,NV  ,Elko County                                                                                         ,0,0
1754,32009,NV  ,Esmeralda County                                                                                    ,0,0
1755,32011,NV  ,Eureka County                                                                                       ,0,0
1756,32013,NV  ,Humboldt County                                                                                     ,0,0
1757,32015,NV  ,Lander County                                                                                       ,0,0
1758,32017,NV  ,Lincoln County                                                                                      ,0,0
1759,32019,NV  ,Lyon County                                                                                         ,0,0
1760,32021,NV  ,Mineral County                                                                                      ,0,0
1761,32023,NV  ,Nye County                                                                                          ,0,0
1762,32027,NV  ,Pershing County                                                                                     ,0,0
1763,32029,NV  ,Storey County                                                                                       ,0,0
1764,32031,NV  ,Washoe County                                                                                       ,0,0
1765,32033,NV  ,White Pine County                                                                                   ,0,0
1766,32510,NV  ,Carson City                                                                                         ,0,0
1767,33001,NH,Belknap County,1,0
1768,33003,NH,Carroll County,1,0
1769,33005,NH,Cheshire County,1,0
1770,33007,NH  ,Coos County                                                                                         ,0,0
1771,33009,NH,Grafton County,1,0
1772,33011,NH,Hillsborough County,1,0
1773,33013,NH  ,Merrimack County                                  ,1,0
1774,33015,NH,Rockingham County,1,0
1775,33017,NH,Strafford County,1,0
1776,33019,NH,Sullivan County,1,0
1777,34001,NJ  ,Atlantic County                                                                                     ,0,0
1778,34003,NJ  ,Bergen County                                                                                       ,0,0
1779,34005,NJ  ,Burlington County                                                                                   ,0,0
1780,34007,NJ  ,Camden County                                                                                       ,0,0
1781,34009,NJ  ,Cape May County                                                                                     ,0,0
1782,34011,NJ  ,Cumberland County                                                                                   ,0,0
1783,34013,NJ  ,Essex County                                                                                        ,0,0
1784,34015,NJ  ,Gloucester County                                                                                   ,0,0
1785,34017,NJ  ,Hudson County                                                                                       ,0,0
1786,34019,NJ  ,Hunterdon County                                                                                    ,0,0
1787,34021,NJ  ,Mercer County                                                                                       ,0,0
1788,34023,NJ  ,Middlesex County                                                                                    ,0,0
1789,34025,NJ,Monmouth County                                   ,1,0
1790,34027,NJ  ,Morris County                                                                                       ,0,0
1791,34029,NJ  ,Ocean County                                                                                        ,0,0
1792,34031,NJ  ,Passaic County                                                                                      ,0,0
1793,34033,NJ,Salem County                                      ,1,0
1794,34035,NJ  ,Somerset County                                                                                     ,0,0
1795,34037,NJ,Sussex County                                     ,1,0
1796,34039,NJ,Union County,1,0
1797,34041,NJ  ,Warren County                                                                                       ,0,0
1798,35001,NM  ,Bernalillo County                                                                                   ,0,0
1799,35003,NM  ,Catron County                                                                                       ,0,0
1800,35005,NM  ,Chaves County                                                                                       ,0,0
1801,35006,NM  ,Cibola County                                                                                       ,0,0
1802,35007,NM  ,Colfax County                                                                                       ,0,0
1803,35009,NM  ,Curry County                                                                                        ,0,0
1804,35011,NM  ,DeBaca County                                                                                       ,0,0
1805,35013,NM  ,Dona Ana County                                                                                     ,0,0
1806,35015,NM  ,Eddy County                                                                                         ,0,0
1807,35017,NM  ,Grant County                                                                                        ,0,0
1808,35019,NM  ,Guadalupe County                                                                                    ,0,0
1809,35021,NM  ,Harding County                                                                                      ,0,0
1810,35023,NM  ,Hidalgo County                                                                                      ,0,0
1811,35025,NM  ,Lea County                                                                                          ,0,0
1812,35027,NM  ,Lincoln County                                                                                      ,0,0
1813,35028,NM  ,Los Alamos County                                                                                   ,0,0
1814,35029,NM  ,Luna County                                                                                         ,0,0
1815,35031,NM  ,McKinley County                                                                                     ,0,0
1816,35033,NM  ,Mora County                                                                                         ,0,0
1817,35035,NM  ,Otero County                                                                                        ,0,0
1818,35037,NM  ,Quay County                                                                                         ,0,0
1819,35039,NM  ,Rio Arriba County                                                                                   ,0,0
1820,35041,NM  ,Roosevelt County                                                                                    ,0,0
1821,35043,NM  ,Sandoval County                                                                                     ,0,0
1822,35045,NM  ,San Juan County                                                                                     ,0,0
1823,35047,NM  ,San Miguel County                                                                                   ,0,0
1824,35049,NM  ,Santa Fe County                                                                                     ,0,0
1825,35051,NM  ,Sierra County                                                                                       ,0,0
1826,35053,NM  ,Socorro County                                                                                      ,0,0
1827,35055,NM  ,Taos County                                                                                         ,0,0
1828,35057,NM  ,Torrance County                                                                                     ,0,0
1829,35059,NM  ,Union County                                                                                        ,0,0
1830,35061,NM  ,Valencia County                                                                                     ,0,0
1831,36001,NY,Albany County,1,0
1832,36003,NY,Allegany County,1,0
1833,36005,NY,Bronx County,1,0
1834,36007,NY,Broome County,1,0
1835,36009,NY,Cattaraugus County,1,0
1836,36011,NY  ,Cayuga County                                     ,1,0
1837,36013,NY,Chautauqua County,1,0
1838,36015,NY,Chemung County,1,0
1839,36017,NY,Chenango County,1,0
1840,36019,NY,Clinton County,1,0
1841,36021,NY,Columbia County,1,0
1842,36023,NY,Cortland County,1,0
1843,36025,NY,Delaware County,1,0
1844,36027,NY,Dutchess County,1,0
1845,36029,NY,Erie County,1,0
1846,36031,NY,Essex County,1,0
1847,36033,NY,Franklin County,1,0
1848,36035,NY,Fulton County,1,0
1849,36037,NY,Genesee County,1,0
1850,36039,NY,Greene County,1,0
1851,36041,NY,Hamilton County,1,0
1852,36043,NY,Herkimer County,1,0
1853,36045,NY,Jefferson County,1,0
1854,36049,NY,Lewis County,1,0
1855,36051,NY,Livingston County,1,0
1856,36053,NY,Madison County,1,0
1857,36055,NY,Monroe County,1,0
1858,36057,NY,Montgomery County,1,0
1859,36061,NY ,New York County                                                                                     ,0,0
1860,36063,NY,Niagara County,1,0
1861,36065,NY,Oneida County                                     ,1,0
1862,36067,NY,Onondaga County,1,0
1863,36069,NY,Ontario County,1,0
1864,36071,NY,Orange County,1,0
1865,36073,NY,Orleans County,1,0
1866,36075,NY,Oswego County,1,0
1867,36077,NY,Otsego County,1,0
1868,36079,NY,Putnam County,1,0
1869,36081,NY,Queens County                                                                                       ,0,0
1870,36083,NY  ,Rensselaer County                                 ,1,0
1871,36085,NY,Richmond County,1,0
1872,36087,NY,Rockland County,1,0
1873,36089,NY,St. Lawrence County,1,0
1874,36091,NY  ,Saratoga County                                   ,1,0
1875,36093,NY,Schenectady County,1,0
1876,36095,NY,Schoharie County,1,0
1877,36097,NY,Schuyler County,1,0
1878,36099,NY,Seneca County,1,0
1879,36101,NY,Steuben County,1,0
1880,36103,NY,Suffolk County                                    ,1,0
1881,36105,NY,Sullivan County,1,0
1882,36107,NY,Tioga County,1,0
1883,36109,NY  ,Tompkins County                                   ,1,0
1884,36111,NY,Ulster County,1,0
1885,36113,NY,Warren County,1,0
1886,36115,NY,Washington County,1,0
1887,36117,NY,Wayne County,1,0
1888,36119,NY,Westchester County                                ,1,0
1889,36121,NY,Wyoming County,1,0
1890,36123,NY,Yates County,1,0
1891,37001,NC  ,Alamance County                                                                                     ,0,0
1892,37003,NC  ,Alexander County                                                                                    ,0,0
1893,37005,NC  ,Alleghany County                                  ,1,0
1894,37007,NC  ,Anson County                                                                                        ,0,0
1895,37009,NC  ,Ashe County                                       ,1,0
1896,37011,NC  ,Avery County                                                                                        ,0,0
1897,37013,NC  ,Beaufort County                                                                                     ,0,0
1898,37015,NC  ,Bertie County                                                                                       ,0,0
1899,37017,NC  ,Bladen County                                                                                       ,0,0
1900,37019,NC  ,Brunswick County                                                                                    ,0,0
1901,37021,NC  ,Buncombe County                                                                                     ,0,0
1902,37023,NC  ,Burke County                                                                                        ,0,0
1903,37025,NC  ,Cabarrus County                                                                                     ,0,0
1904,37027,NC  ,Caldwell County                                                                                     ,0,0
1905,37029,NC  ,Camden County                                                                                       ,0,0
1906,37031,NC  ,Carteret County                                                                                     ,0,0
1907,37033,NC  ,Caswell County                                                                                      ,0,0
1908,37035,NC  ,Catawba County                                                                                      ,0,0
1909,37037,NC,Chatham County,1,0
1910,37039,NC  ,Cherokee County                                                                                     ,0,0
1911,37041,NC  ,Chowan County                                                                                       ,0,0
1912,37043,NC  ,Clay County                                                                                         ,0,0
1913,37045,NC  ,Cleveland County                                                                                    ,0,0
1914,37047,NC  ,Columbus County                                                                                     ,0,0
1915,37049,NC  ,Craven County                                     ,0,0
1916,37051,NC  ,Cumberland County                                                                                   ,0,0
1917,37053,NC,Currituck County,1,0
1918,37055,NC,Dare County,1,0
1919,37057,NC  ,Davidson County                                                                                     ,0,0
1920,37059,NC  ,Davie County                                                                                        ,0,0
1921,37061,NC  ,Duplin County                                                                                       ,0,0
1922,37063,NC  ,Durham County                                                                                       ,0,0
1923,37065,NC  ,Edgecombe County                                                                                    ,0,0
1924,37067,NC  ,Forsyth County                                    ,1,0
1925,37069,NC  ,Franklin County                                                                                     ,0,0
1926,37071,NC  ,Gaston County                                                                                       ,0,0
1927,37073,NC  ,Gates County                                                                                        ,0,0
1928,37075,NC  ,Graham County                                                                                       ,0,0
1929,37077,NC  ,Granville County                                                                                    ,0,0
1930,37079,NC  ,Greene County                                                                                       ,0,0
1931,37081,NC  ,Guilford County                                                                                     ,0,0
1932,37083,NC  ,Halifax County                                                                                      ,0,0
1933,37085,NC  ,Harnett County                                    ,0,0
1934,37087,NC  ,Haywood County                                                                                      ,0,0
1935,37089,NC  ,Henderson County                                                                                    ,0,0
1936,37091,NC  ,Hertford County                                                                                     ,0,0
1937,37093,NC  ,Hoke County                                                                                         ,0,0
1938,37095,NC  ,Hyde County                                                                                         ,0,0
1939,37097,NC  ,Iredell County                                                                                      ,0,0
1940,37099,NC  ,Jackson County                                                                                      ,0,0
1941,37101,NC  ,Johnston County                                   ,0,0
1942,37103,NC  ,Jones County                                                                                        ,0,0
1943,37105,NC  ,Lee County                                                                                          ,0,0
1944,37107,NC  ,Lenoir County                                                                                       ,0,0
1945,37109,NC  ,Lincoln County                                                                                      ,0,0
1946,37111,NC  ,McDowell County                                                                                     ,0,0
1947,37113,NC  ,Macon County                                                                                        ,0,0
1948,37115,NC  ,Madison County                                                                                      ,0,0
1949,37117,NC  ,Martin County                                                                                       ,0,0
1950,37119,NC  ,Mecklenburg County                                                                                  ,0,0
1951,37121,NC  ,Mitchell County                                                                                     ,0,0
1952,37123,NC  ,Montgomery County                                                                                   ,0,0
1953,37125,NC  ,Moore County                                                                                        ,0,0
1954,37127,NC  ,Nash County                                                                                         ,0,0
1955,37129,NC  ,New Hanover County                                                                                  ,0,0
1956,37131,NC  ,Northampton County                                                                                  ,0,0
1957,37133,NC  ,Onslow County                                     ,0,0
1958,37135,NC  ,Orange County                                                                                       ,0,0
1959,37137,NC  ,Pamlico County                                                                                      ,0,0
1960,37139,NC  ,Pasquotank County                                                                                   ,0,0
1961,37141,NC  ,Pender County                                                                                       ,0,0
1962,37143,NC  ,Perquimans County                                                                                   ,0,0
1963,37145,NC  ,Person County                                                                                       ,0,0
1964,37147,NC  ,Pitt County                                                                                         ,0,0
1965,37149,NC  ,Polk County                                                                                         ,0,0
1966,37151,NC  ,Randolph County                                                                                     ,0,0
1967,37153,NC  ,Richmond County                                                                                     ,0,0
1968,37155,NC  ,Robeson County                                                                                      ,0,0
1969,37157,NC  ,Rockingham County                                 ,1,0
1970,37159,NC  ,Rowan County                                                                                        ,0,0
1971,37161,NC  ,Rutherford County                                                                                   ,0,0
1972,37163,NC  ,Sampson County                                                                                      ,0,0
1973,37165,NC  ,Scotland County                                                                                     ,0,0
1974,37167,NC  ,Stanly County                                                                                       ,0,0
1975,37169,NC  ,Stokes County                                     ,1,0
1976,37171,NC  ,Surry County                                      ,1,0
1977,37173,NC  ,Swain County                                                                                        ,0,0
1978,37175,NC  ,Transylvania County                                                                                 ,0,0
1979,37177,NC  ,Tyrrell County                                                                                      ,0,0
1980,37179,NC  ,Union County                                                                                        ,0,0
1981,37181,NC  ,Vance County                                                                                        ,0,0
1982,37183,NC  ,Wake County                                                                                         ,0,0
1983,37185,NC  ,Warren County                                                                                       ,0,0
1984,37187,NC  ,Washington County                                                                                   ,0,0
1985,37189,NC  ,Watauga County                                    ,1,0
1986,37191,NC  ,Wayne County                                                                                        ,0,0
1987,37193,NC  ,Wilkes County                                     ,1,0
1988,37195,NC  ,Wilson County                                                                                       ,0,0
1989,37197,NC  ,Yadkin County                                     ,1,0
1990,37199,NC  ,Yancey County                                                                                       ,0,0
1991,38001,ND  ,Adams County                                                                                        ,0,0
1992,38003,ND  ,Barnes County                                                                                       ,0,0
1993,38005,ND  ,Benson County                                                                                       ,0,0
1994,38007,ND  ,Billings County                                                                                     ,0,0
1995,38009,ND  ,Bottineau County                                                                                    ,0,0
1996,38011,ND  ,Bowman County                                                                                       ,0,0
1997,38013,ND  ,Burke County                                                                                        ,0,0
1998,38015,ND  ,Burleigh County                                                                                     ,0,0
1999,38017,ND  ,Cass County                                                                                         ,0,0
2000,38019,ND  ,Cavalier County                                                                                     ,0,0
2001,38021,ND  ,Dickey County                                                                                       ,0,0
2002,38023,ND  ,Divide County                                                                                       ,0,0
2003,38025,ND  ,Dunn County                                                                                         ,0,0
2004,38027,ND  ,Eddy County                                                                                         ,0,0
2005,38029,ND  ,Emmons County                                                                                       ,0,0
2006,38031,ND  ,Foster County                                                                                       ,0,0
2007,38033,ND  ,Golden Valley County                                                                                ,0,0
2008,38035,ND,Grand Forks County,1,0
2009,38037,ND  ,Grant County                                                                                        ,0,0
2010,38039,ND  ,Griggs County                                                                                       ,0,0
2011,38041,ND  ,Hettinger County                                                                                    ,0,0
2012,38043,ND  ,Kidder County                                                                                       ,0,0
2013,38045,ND  ,LaMoure County                                                                                      ,0,0
2014,38047,ND  ,Logan County                                                                                        ,0,0
2015,38049,ND  ,McHenry County                                                                                      ,0,0
2016,38051,ND  ,McIntosh County                                                                                     ,0,0
2017,38053,ND  ,McKenzie County                                                                                     ,0,0
2018,38055,ND  ,McLean County                                                                                       ,0,0
2019,38057,ND  ,Mercer County                                                                                       ,0,0
2020,38059,ND  ,Morton County                                                                                       ,0,0
2021,38061,ND  ,Mountrail County                                                                                    ,0,0
2022,38063,ND  ,Nelson County                                                                                       ,0,0
2023,38065,ND  ,Oliver County                                                                                       ,0,0
2024,38067,ND  ,Pembina County                                                                                      ,0,0
2025,38069,ND  ,Pierce County                                                                                       ,0,0
2026,38071,ND  ,Ramsey County                                                                                       ,0,0
2027,38073,ND  ,Ransom County                                                                                       ,0,0
2028,38075,ND  ,Renville County                                                                                     ,0,0
2029,38077,ND  ,Richland County                                                                                     ,0,0
2030,38079,ND  ,Rolette County                                                                                      ,0,0
2031,38081,ND  ,Sargent County                                                                                      ,0,0
2032,38083,ND  ,Sheridan County                                                                                     ,0,0
2033,38085,ND  ,Sioux County                                                                                        ,0,0
2034,38087,ND  ,Slope County                                                                                        ,0,0
2035,38089,ND  ,Stark County                                                                                        ,0,0
2036,38091,ND  ,Steele County                                                                                       ,0,0
2037,38093,ND  ,Stutsman County                                                                                     ,0,0
2038,38095,ND  ,Towner County                                                                                       ,0,0
2039,38097,ND  ,Traill County                                                                                       ,0,0
2040,38099,ND  ,Walsh County                                                                                        ,0,0
2041,38101,ND  ,Ward County                                                                                         ,0,0
2042,38103,ND  ,Wells County                                                                                        ,0,0
2043,38105,ND  ,Williams County                                                                                     ,0,0
2044,39001,OH  ,Adams County                                                                                        ,0,0
2045,39003,OH  ,Allen County                                                                                        ,0,0
2046,39005,OH  ,Ashland County                                                                                      ,0,0
2047,39007,OH  ,Ashtabula County                                                                                    ,0,0
2048,39009,OH  ,Athens County                                                                                       ,0,0
2049,39011,OH  ,Auglaize County                                                                                     ,0,0
2050,39013,OH  ,Belmont County                                                                                      ,0,0
2051,39015,OH  ,Brown County                                                                                        ,0,0
2052,39017,OH  ,Butler County                                                                                       ,0,0
2053,39019,OH  ,Carroll County                                                                                      ,0,0
2054,39021,OH  ,Champaign County                                                                                    ,0,0
2055,39023,OH  ,Clark County                                                                                        ,0,0
2056,39025,OH  ,Clermont County                                                                                     ,0,0
2057,39027,OH  ,Clinton County                                                                                      ,0,0
2058,39029,OH  ,Columbiana County                                                                                   ,0,0
2059,39031,OH,Coshocton County,1,0
2060,39033,OH  ,Crawford County                                                                                     ,0,0
2061,39035,OH  ,Cuyahoga County                                                                                     ,0,0
2062,39037,OH  ,Darke County                                                                                        ,0,0
2063,39039,OH  ,Defiance County                                                                                     ,0,0
2064,39041,OH  ,Delaware County                                                                                     ,0,0
2065,39043,OH  ,Erie County                                                                                         ,0,0
2066,39045,OH  ,Fairfield County                                                                                    ,0,0
2067,39047,OH  ,Fayette County                                                                                      ,0,0
2068,39049,OH  ,Franklin County                                                                                     ,0,0
2069,39051,OH  ,Fulton County                                                                                       ,0,0
2070,39053,OH  ,Gallia County                                                                                       ,0,0
2071,39055,OH  ,Geauga County                                                                                       ,0,0
2072,39057,OH  ,Greene County                                                                                       ,0,0
2073,39059,OH  ,Guernsey County                                                                                     ,0,0
2074,39061,OH  ,Hamilton County                                                                                     ,0,0
2075,39063,OH  ,Hancock County                                                                                      ,0,0
2076,39065,OH  ,Hardin County                                                                                       ,0,0
2077,39067,OH  ,Harrison County                                                                                     ,0,0
2078,39069,OH  ,Henry County                                                                                        ,0,0
2079,39071,OH  ,Highland County                                                                                     ,0,0
2080,39073,OH  ,Hocking County                                                                                      ,0,0
2081,39075,OH  ,Holmes County                                                                                       ,0,0
2082,39077,OH  ,Huron County                                                                                        ,0,0
2083,39079,OH  ,Jackson County                                                                                      ,0,0
2084,39081,OH  ,Jefferson County                                                                                    ,0,0
2085,39083,OH  ,Knox County                                                                                         ,0,0
2086,39085,OH  ,Lake County                                                                                         ,0,0
2087,39087,OH  ,Lawrence County                                                                                     ,0,0
2088,39089,OH  ,Licking County                                                                                      ,0,0
2089,39091,OH  ,Logan County                                                                                        ,0,0
2090,39093,OH  ,Lorain County                                                                                       ,0,0
2091,39095,OH  ,Lucas County                                                                                        ,0,0
2092,39097,OH  ,Madison County                                                                                      ,0,0
2093,39099,OH  ,Mahoning County                                                                                     ,0,0
2094,39101,OH  ,Marion County                                                                                       ,0,0
2095,39103,OH  ,Medina County                                                                                       ,0,0
2096,39105,OH  ,Meigs County                                                                                        ,0,0
2097,39107,OH  ,Mercer County                                                                                       ,0,0
2098,39109,OH  ,Miami County                                                                                        ,0,0
2099,39111,OH  ,Monroe County                                                                                       ,0,0
2100,39113,OH  ,Montgomery County                                                                                   ,0,0
2101,39115,OH  ,Morgan County                                                                                       ,0,0
2102,39117,OH  ,Morrow County                                                                                       ,0,0
2103,39119,OH  ,Muskingum County                                                                                    ,0,0
2104,39121,OH  ,Noble County                                                                                        ,0,0
2105,39123,OH  ,Ottawa County                                                                                       ,0,0
2106,39125,OH  ,Paulding County                                                                                     ,0,0
2107,39127,OH  ,Perry County                                                                                        ,0,0
2108,39129,OH  ,Pickaway County                                                                                     ,0,0
2109,39131,OH  ,Pike County                                                                                         ,0,0
2110,39133,OH  ,Portage County                                                                                      ,0,0
2111,39135,OH  ,Preble County                                                                                       ,0,0
2112,39137,OH  ,Putnam County                                                                                       ,0,0
2113,39139,OH  ,Richland County                                                                                     ,0,0
2114,39141,OH  ,Ross County                                                                                         ,0,0
2115,39143,OH  ,Sandusky County                                                                                     ,0,0
2116,39145,OH  ,Scioto County                                                                                       ,0,0
2117,39147,OH  ,Seneca County                                                                                       ,0,0
2118,39149,OH  ,Shelby County                                                                                       ,0,0
2119,39151,OH  ,Stark County                                                                                        ,0,0
2120,39153,OH  ,Summit County                                                                                       ,0,0
2121,39155,OH  ,Trumbull County                                                                                     ,0,0
2122,39157,OH  ,Tuscarawas County                                                                                   ,0,0
2123,39159,OH  ,Union County                                                                                        ,0,0
2124,39161,OH  ,Van Wert County                                                                                     ,0,0
2125,39163,OH  ,Vinton County                                                                                       ,0,0
2126,39165,OH  ,Warren County                                                                                       ,0,0
2127,39167,OH  ,Washington County                                                                                   ,0,0
2128,39169,OH  ,Wayne County                                                                                        ,0,0
2129,39171,OH  ,Williams County                                                                                     ,0,0
2130,39173,OH  ,Wood County                                                                                         ,0,0
2131,39175,OH  ,Wyandot County                                                                                      ,0,0
2132,40001,OK  ,Adair County                                                                                        ,0,0
2133,40003,OK  ,Alfalfa County                                                                                      ,0,0
2134,40005,OK  ,Atoka County                                                                                        ,0,0
2135,40007,OK  ,Beaver County                                                                                       ,0,0
2136,40009,OK  ,Beckham County                                                                                      ,0,0
2137,40011,OK  ,Blaine County                                                                                       ,0,0
2138,40013,OK  ,Bryan County                                                                                        ,0,0
2139,40015,OK  ,Caddo County                                                                                        ,0,0
2140,40017,OK  ,Canadian County                                                                                     ,0,0
2141,40019,OK  ,Carter County                                                                                       ,0,0
2142,40021,OK  ,Cherokee County                                                                                     ,0,0
2143,40023,OK  ,Choctaw County                                                                                      ,0,0
2144,40025,OK  ,Cimarron County                                                                                     ,0,0
